"","BD.MBOL","CF00765-00647.MBOL","CF00773-00659.MBOL","CF00020-00045.MBOL","CF00113-00117.MBOL","CF00106-00110.MAB","CF00151-00153.MAB","CF00039-00415.MAB","CF00209-00452.MAB","UNC673.MAB","CF00152-00154.MAB","WRCM9.MAB","CF00045-00421.MAB","CF00017-00040.MAB","CF00108-00112.MAB","CF00297-01032.MAB","CF00123-00127.MAB","CF00032-00408.MAB","CF00764-00646.MAB","CF00096-00101.MAB","CF00783-00676.MAB","CF00130-00134.MAB","CF00023-00438.MAB","CF00120-00124.MAB","CF00033-00409.MAB","CF00314-00660.MAB","CF00044-00420.MAB","CF00077-00226.MAB","CF00107-00704.MAB","CF00043-00419.MAB","CF00795-00699.MAB","CF00068-00219.MAB","CF00280-00677.MAB","CF00138-00141.MAB","CF00038-00414.MAB","CF00141-00144.MAB","CF00167-00168.MAB","CF00786-00686.MAB","CF00143-00146.MAB","CF00066-00705.MAB","CF00788-00688.MAB","CF00211-00454.MAB","CF00026-00061.MAB","CF00171-00172.MAB","CF00114-00118.MAB","CF00157-00159.MAB","CF00134-00138.MAB","CF00041-00417.MAB","CF00055-00431.MAB","CF00065-00440.MAB","CF00144-00147.MAB","CF00142-00145.MAB","CF00158-00160.MAB","CF00067-00436.MAB","CF00160-00161.MAB","CF00093-00098.MAB","CF00125-00129.MAB","CF00097-00102.MAB","CF00135-00139.MAB","CF00080-00085.MAB","CF00116-00120.MAB","CF00053-00404.MAB","CF00154-00156.MAB","CF00148-00210.MAB","CF00149-00151.MAB","CF00103-00108.MAB","CF00207-00450.MAB","CF00090-00095.MAB","CF00048-00425.MAB","CF00006-00020.MAB","ATCC19977.MAB","CF00034-00410.MAB","CF00308-00653.MAB","CF00118-00122.MAB","CF00208-00451.MAB","CF00040-00180.MAB","CF00261-00765.MAB","CF00013-00035.MAB","CF00031-00407.MAB","CF00030-00406.MAB","CF00037-00413.MAB","CF00064-00439.MAB","CF00050-00429.MAB","CF00016-00037.MAB","CF00076-00179.MAB","CCUG48898.MMAS"
"CF00152-00154.MAB",10.8624966060244,10.8882789161858,10.8710568751337,10.7199635640515,10.6797424482777,9.60125574930637,9.42804709657627,8.93499167329441,9.21953824911398,3.1354924767972,0,3.6637347849864,4.01251631141477,3.58996815304871,4.10664320623559,4.63818874393953,3.57683380935827,4.11691257799075,4.08378022223723,9.06884008629742,9.06826465532862,8.76580680537941,8.73437432696468,8.7291270241029,9.13154679538014,9.13176063686956,9.1416605060693,9.03329254570743,9.53599583018407,8.90748011492736,8.89832505640642,8.86227688223135,8.86196147420136,8.27722310108859,8.54983174654078,8.53161855889459,8.40308657902641,8.45596967432282,8.45780754864818,8.4590269154774,8.46213859746506,8.46066939083375,8.45961071904912,8.46383375234737,8.4602601950161,8.45983667139103,8.46448558513991,8.45835320406984,8.46216410409254,8.46532880518046,8.45835319918681,8.46026035882998,8.46131838362991,8.46068261190654,8.46195282255001,8.45792891799647,8.46089466819824,8.45898809395052,8.45983622911744,8.46046101414693,8.46024931727747,8.46183227688836,8.46183227688836,8.46272651491045,8.45790814190643,8.4581271790961,8.45833938716086,8.45728456822098,8.4615133322594,8.46003209197433,8.45791220778646,8.46404757073953,8.4619361769094,8.45854864879634,8.462147485317,8.32296070250833,8.84971351464701,8.84899657100969,8.64105803241146,8.64300247919371,8.64194377937172,8.59685875277904,8.81977503531429,8.69666553906605,8.78750182732543,10.4336313944088
"WRCM9.MAB",10.8626879642399,10.888465404256,10.8712466024173,10.7201842334244,10.6799721730887,9.60193104186497,9.42885004528224,8.93630601408113,9.22052726128284,3.52615794527482,3.6637347849864,0,4.17856712212941,3.83339895265439,4.25885456987421,4.73042231615909,3.82311714412672,4.26768035379208,4.23925155046784,9.06998986457561,9.06941509503469,8.76736324205787,8.73598042341515,8.73074156356025,9.13262672658851,9.13284033729313,9.14272957601842,9.03448390613152,9.53671664565682,8.90883109251983,8.89968845060083,8.86369028553352,8.86337532305755,8.27975885984472,8.55176303351612,8.53358530815471,8.40532278186011,8.45809081440955,8.45992479804641,8.46114158747147,8.46424670641971,8.46278059604286,8.4617241581537,8.46593829451255,8.46237226338648,8.46194963351713,8.46658875738359,8.46046929971575,8.46427215933376,8.4674302065959,8.46046929484305,8.46237242685474,8.46342822057048,8.46279378923288,8.46406132276217,8.4600459107129,8.4630053983557,8.46110284795423,8.46194919217707,8.46257265886361,8.46236140859826,8.46394103101859,8.46394103101859,8.46483338613966,8.46002517855963,8.46024375258067,8.46045551201397,8.45940292401651,8.4636227583637,8.4621446416603,8.46002923584117,8.46615166343602,8.46404471218222,8.46066433134008,8.46425557555492,8.32538323127937,8.85114477428592,8.85042885641425,8.64282108100585,8.64476210597615,8.64370526841654,8.59870140127053,8.82124976050964,8.69833330441357,8.78902488615308,10.433925212584
"CF00045-00421.MAB",10.8623202258279,10.8881070257423,10.8708819984866,10.7197601612157,10.6795306967145,9.60063302375941,9.42730656117627,8.93377890006427,9.21862594977781,3.91745168345501,4.01251631141477,4.17856712212941,0,3.13773995324195,3.8722907710702,4.52502073928481,3.23968476918693,3.9544382644282,3.91534512108612,9.06777932669508,9.06720328483257,8.76437031002256,8.73289192786022,8.72763682014335,9.13055054204304,9.1307645966561,9.1406742827147,9.03219337939138,9.53533109628541,8.90623349211789,8.89706696107424,8.86097257739009,8.86065675763846,8.27488054434236,8.54804864429337,8.52980265334747,8.40102135053817,8.45401092817166,8.45585240263845,8.45707415438277,8.46019190920694,8.45871983759446,8.45765909876354,8.46189036443787,8.45830984308594,8.45788549245924,8.46254346481211,8.45639912564786,8.46021746553559,8.46338832338645,8.45639912075528,8.45831000721962,8.45937009645908,8.45873308446741,8.46000577226011,8.45597400949922,8.45894555452795,8.45703525697118,8.45788504932185,8.45851105422749,8.45829894411107,8.45988499164717,8.45988499164717,8.46078097192168,8.45595319275368,8.45617265852173,8.45638528171298,8.45532839843973,8.45956542523759,8.45808129467794,8.45595726659006,8.4621045987216,8.45998909417776,8.45659495262464,8.46020081437753,8.320722992658,8.8483927090829,8.84767481753659,8.63943052341548,8.64137813429675,8.6403177124708,8.59515763305174,8.81841406163369,8.6951261292942,8.78609618281562,10.4333605473464
"CF00017-00040.MAB",10.8619549722854,10.8877510721727,10.8705198593767,10.7193389308797,10.6790921712368,9.59934257994182,9.42577170782103,8.93126344774113,9.21673459449319,3.44103591674467,3.58996815304871,3.83339895265439,3.13773995324195,0,3.36727676083914,4.29380930354105,1.8676063096261,3.49994081262434,3.4376415514763,9.06557968525013,9.06500237454125,8.76138980234155,8.72981595958751,8.72454461969475,9.12848486881466,9.12869936600414,9.13862943761513,9.02991396129786,9.53395351166299,8.90364769660609,8.89445732272185,8.85826689531572,8.85795021976369,8.27001330862459,8.54434700534963,8.52603272576135,8.39673216634498,8.44994356003153,8.45179253277157,8.45301925170411,8.45614965457966,8.45467161602739,8.45360657209501,8.45785498343148,8.45425995806383,8.45383388501426,8.45851072377371,8.45234147930669,8.45617531442124,8.45935899487553,8.45234147439422,8.45426012286359,8.45532451175852,8.45468491663495,8.45596276362666,8.45191463431372,8.45489824846132,8.45298019624401,8.45383344007782,8.45446198565722,8.45424901485962,8.45584149367853,8.45584149367853,8.45674110254951,8.45189373289257,8.4521140912855,8.45232757908351,8.4512663962988,8.45552063227912,8.45403048207783,8.4518978233001,8.45807008388569,8.45594601797762,8.4525381024161,8.45615859581991,8.31607435359774,8.84565272792481,8.84493286596281,8.63605269849153,8.63800689275002,8.63694288804743,8.5916266319708,8.81559057808639,8.69193158389295,8.7831798244086,10.4327995875306
"CF00108-00112.MAB",10.8624248082482,10.8882089459268,10.8709856893644,10.7198807670336,10.6796562530459,9.60100229458661,9.42774570274834,8.93449815038039,9.21916696721948,4.02049769700264,4.10664320623559,4.25885456987421,3.8722907710702,3.36727676083914,0,4.58245926430061,3.4334172679086,4.05392257449402,4.01859759380135,9.0684084039726,9.06783272447527,8.76522228031935,8.73377113139795,8.72852065410521,9.1311413565026,9.13135528469997,9.14125914783625,9.03284523863982,9.53572528106913,8.90697282244171,8.89781309710946,8.86174612607729,8.86143055057169,8.27627014621562,8.54910625806535,8.5308797309708,8.40224637251693,8.45517276335284,8.45701210153747,8.45823243810256,8.46134658938658,8.45987621781459,8.45881670554178,8.46304308623841,8.45946669723862,8.45904283734385,8.46369543444872,8.4575581910533,8.46137211622325,8.4645393207423,8.45755818616638,8.45946686118253,8.46052572541132,8.45988944937807,8.46116066726432,8.4571335674612,8.46010167391374,8.45819358572,8.45904239471903,8.45966767576619,8.45945581086505,8.46104002606821,8.46104002606821,8.46193497251477,8.45711277484014,8.45733198629498,8.45754436315525,8.45648870483257,8.46072082861463,8.45923841310509,8.45711684395532,8.46325707373829,8.46114400843245,8.45775379120747,8.46135548428053,8.32205037117112,8.84917604654196,8.84845871732845,8.64039581940431,8.64234155299865,8.64128215285203,8.59616660359706,8.81922122841608,8.69603915616479,8.78692985056677,10.433521145795
"CF00297-01032.MAB",10.8632411818012,10.88900454731,10.8717951066864,10.7208221533198,10.6806362591128,9.60388148038889,9.43116861639477,8.94009750109629,9.22338207229242,4.58846474385844,4.63818874393953,4.73042231615909,4.52502073928481,4.29380930354105,4.58245926430061,0,4.29860200850525,4.60754278913792,4.58738844372751,9.07330769609258,9.07273483092555,8.7718509975753,8.74061091986046,8.73539632566263,9.13574342789517,9.13595637394621,9.14581499656554,9.0379214508782,9.53879838331167,8.91272798906016,8.90362106815002,8.86776675561578,8.86745307466249,8.28705649798298,8.55732757204824,8.53925163362416,8.41176206037632,8.46420012312592,8.46602294672092,8.46723234303337,8.47031863600621,8.46886140724614,8.46781137722795,8.47199999261903,8.46845555055193,8.46803548439571,8.47264652577725,8.46656413893749,8.47034393484216,8.47348289521772,8.46656413409439,8.46845571302878,8.46950510690377,8.46887452045481,8.4701343746781,8.46614332311605,8.46908484687856,8.46719383875648,8.46803504573341,8.46865473078731,8.46844476159642,8.47001481130224,8.47001481130224,8.47090176527658,8.46612271699195,8.46633996244885,8.46655043501454,8.46550424629557,8.46969846621161,8.46822930946704,8.46612674960938,8.47221207221336,8.47011786467019,8.46675798560536,8.47032745145205,8.33235653248288,8.85527260184146,8.854559634116,8.64790253665818,8.6498337329072,8.64878224447648,8.60401146079513,8.82550258659765,8.70314102232351,8.79341668569447,10.4347744731573
"CF00123-00127.MAB",10.8619459070804,10.8877422378252,10.8705108714829,10.7193284760902,10.6790812870915,9.5993105373073,9.42573359154994,8.93120094804433,9.21668761633389,3.42577610158814,3.57683380935827,3.82311714412672,3.23968476918693,1.8676063096261,3.4334172679086,4.29860200850525,0,3.48556022103713,3.42232945165504,9.06552504113422,9.06494769886874,8.76131573007904,8.72973951117493,8.72446776721707,9.12843355629908,9.12864806449405,9.13857864302461,9.02985733303207,9.53391930373275,8.90358344682403,8.89439247971935,8.85819966255601,8.85788296570892,8.26989222987782,8.54425497734656,8.52593899672365,8.39662549899956,8.44984242051526,8.45169158009617,8.45291842279958,8.45604914083254,8.45457095359974,8.45350580239494,8.45775464095588,8.45415925418708,8.453733138219,8.45841044707844,8.4522405820365,8.45607480325339,8.45925880321028,8.45224057712353,8.45415941900343,8.4552239150348,8.45458425554623,8.45586223109173,8.45181369396466,8.45479760884561,8.45287936340128,8.45373269323773,8.4543613021244,8.45414830988079,8.45574094895067,8.45574094895067,8.45664064823645,8.45179279043358,8.45201317106871,8.45222668041073,8.45116539049184,8.45542005528354,8.45392975508814,8.45179688125403,8.45796976299255,8.45584548375911,8.45243722498368,8.45605808297155,8.31595872568771,8.84558464167925,8.84486473068524,8.63596873490707,8.63792309309336,8.63685899917635,8.59153885394793,8.8155204138725,8.69185218360304,8.78310734878228,10.4327856637073
"CF00032-00408.MAB",10.862417965457,10.8882022773165,10.8709789049037,10.7198728758962,10.6796480380195,9.60097813631363,9.42771697436029,8.93445110359802,9.21913157585562,4.03168580211511,4.11691257799075,4.26768035379208,3.9544382644282,3.49994081262434,4.05392257449402,4.60754278913792,3.48556022103713,0,0.693147180559945,9.06836725375256,9.06779155055859,8.76516655566452,8.73371362623557,8.7284628462105,9.13110270850092,9.13131664496547,9.14122088890289,9.03280259862257,9.5356994931865,8.90692446266249,8.89776429232216,8.86169552887543,8.86137993739966,8.27617927962533,8.54903708957417,8.53080929017421,8.40216626170816,8.45509678242722,8.45693626024331,8.45815668930736,8.46127107612656,8.45980059343615,8.45874100099289,8.46296770098261,8.45939104188292,8.45896714991287,8.46362009835617,8.45748239116554,8.4612966048909,8.46446404820043,8.45748238627826,8.45939120583924,8.4604501501374,8.45981382600029,8.46108513996288,8.45705773537896,8.460026066584,8.45811783398161,8.45896670725455,8.45959203561465,8.45938015468571,8.46096448965417,8.46096448965417,8.46185950367408,8.45703694118108,8.45725616925834,8.4574685622193,8.45641282383144,8.4606452680848,8.45916274047585,8.45704101060485,8.46318170461288,8.46106847987275,8.4576780061453,8.46127997169221,8.32196357086643,8.84912480929869,8.84840744331709,8.64033268582107,8.64227854214098,8.64121907520317,8.59610061489848,8.81916843311076,8.69597943969817,8.78687532255666,10.4335106381697
"CF00764-00646.MAB",10.8623796344581,10.8881649220413,10.8709409006598,10.7198286722639,10.6796020200156,9.60084280211448,9.42755603603284,8.93418752847622,9.21893330673645,3.99555198590748,4.08378022223723,4.23925155046784,3.91534512108612,3.4376415514763,4.01859759380135,4.58738844372751,3.42232945165504,0.693147180559945,0,9.06813671804812,9.06756088208048,8.76485435464324,8.7333914479104,8.728138971474,9.13088619275246,9.13110017553768,9.14100655308756,9.03256371545851,9.53555502916701,8.90665353042622,8.89749086655801,8.86141205954342,8.86109637858035,8.27567013453758,8.54864955137912,8.5304146218305,8.40171739952472,8.45467106585269,8.45651132621143,8.45773227367099,8.46084798050773,8.45937687507295,8.45831683332768,8.46254532274121,8.45896714991287,8.45854307818223,8.46319799564151,8.45705768918919,8.46087352007532,8.4640423016441,8.45705768429983,8.45896731393871,8.46002670697219,8.45939011324512,8.46066196565131,8.45663285297383,8.45960244376738,8.45769340185062,8.45854263533614,8.45916822885372,8.45895625809966,8.4605412642726,8.4605412642726,8.46143665699576,8.45661204993889,8.45683137117382,8.45704385436848,8.45598766726808,8.46022190755038,8.4587387516991,8.45661612109209,8.46275941677137,8.46064529850951,8.45725338725653,8.46085687983784,8.3214772165838,8.848837753547,8.84812018153789,8.63997896714146,8.64192551119927,8.64086566997251,8.59573089637188,8.81887264682236,8.6956448698809,8.78656982702266,10.4334517772993
"CF00096-00101.MAB",10.9163148101268,10.9407626153375,10.9244283729745,10.7817762766538,10.7440121776956,9.7795460524059,9.63675257640894,9.25706835416635,9.47098773263825,9.06826234769279,9.06884008629742,9.06998986457561,9.06777932669508,9.06557968525013,9.0684084039726,9.07330769609258,9.06552504113422,9.06836725375256,9.06813671804812,0,3.13549334636355,9.09661124810436,9.1158255068253,9.11224526586197,9.40323938966882,9.40340235995307,9.41095618865979,9.3292510826791,9.72523834247079,9.23720812941799,9.23063302624835,9.20490933053359,9.20468543290493,8.82740259783612,8.99357412982925,8.98192619277327,8.90192626846632,8.9343709300802,8.9355103937448,8.9362668280355,8.93819874668704,8.9372862911498,8.93662911457024,8.93925215920155,8.93703224921773,8.93676935363376,8.93965740466802,8.9358488478309,8.93821459214668,8.94018178411813,8.93584884480179,8.93703235091078,8.93768928758867,8.93729449987458,8.93808334251884,8.93558566953437,8.93742616740993,8.93624273970215,8.93676907912151,8.93715691927151,8.93702549650537,8.93800846338512,8.93800846338512,8.93856401702166,8.93557278352586,8.93570864264768,8.93584027674132,8.93518607011561,8.93781036161177,8.93689065261933,8.93557530530924,8.93938507941687,8.93807300257245,8.93597009353114,8.93820426806207,8.85404085755497,9.19600688864972,9.19549984407635,9.05305603804619,9.05434431762993,9.0536427786542,9.02400121542556,9.17492441554758,9.09022998764368,9.15240828952007,10.5151217684576
"CF00783-00676.MAB",10.9162241241995,10.9406741196973,10.9243384198893,10.7816725304829,10.7439044385112,9.77926338613896,9.63642651618351,9.25659167596588,9.47060287390275,9.0676865840835,9.06826465532862,9.06941509503469,9.06720328483257,9.06500237454125,9.06783272447527,9.07273483092555,9.06494769886874,9.06779155055859,9.06756088208048,3.13549334636355,0,9.09605158207623,9.11527649463692,9.11169428401223,9.40282754832822,9.40299058573872,9.41054751383214,9.32880760729237,9.72493989840486,9.23672188732315,9.23014357574278,9.20440712301479,9.20418311290222,8.82666997182977,8.99295370297039,8.98129849468766,8.90124627352061,8.93371265042607,8.93485286399575,8.9356097956398,8.93754298281503,8.93662992845283,8.93597232024359,8.93859708598188,8.93637571970119,8.93611265143913,8.93900259694694,8.93519154066097,8.93755883866887,8.93952731978711,8.93519153762986,8.93637582146102,8.93703318943703,8.93663814256726,8.93742750293975,8.93492818929581,8.93676989654624,8.93558569147424,8.93611237674654,8.9365004716263,8.93636896255399,8.93735257467939,8.93735257467939,8.93790849271551,8.93491529481215,8.93505124328312,8.93518296393567,8.93452832700938,8.93715434291781,8.93623403010333,8.93491781825412,8.93873009329241,8.93741715620976,8.93531286607824,8.93754850781195,8.85332749665936,9.1955001891597,9.1949928875368,9.05247144971188,9.05376048214367,9.05305853332118,9.02339938763693,9.17440691738322,9.08966673781245,9.151879004013,10.5149863164199
"CF00130-00134.MAB",10.874231878187,10.8997171946971,10.8826926986499,10.7334844739082,10.6938143825344,9.64207821597981,9.47640574810308,9.01299279992915,9.27878213429704,8.7650244906846,8.76580680537941,8.76736324205787,8.76437031002256,8.76138980234155,8.76522228031935,8.7718509975753,8.76131573007904,8.76516655566452,8.76485435464324,9.09661124810436,9.09605158207623,0,8.82890794655742,8.82413509681917,9.19606763938946,9.19626812066894,9.20555239790024,9.10424366317245,9.57951215315188,8.98757208774047,8.97912466580652,8.94592159844956,8.94563150307056,8.42271468907232,8.66248152209496,8.64622456663303,8.53243517988899,8.57904894026117,8.58067414978138,8.58175261139793,8.58450540773983,8.58320552885594,8.58226900671357,8.5860054673928,8.58284353252473,8.58246887905168,8.58658235867831,8.58115673263266,8.58452797664267,8.58732869745269,8.58115672831392,8.58284367743977,8.58377969734872,8.58321722520333,8.58434103144215,8.58078148735656,8.58340482845697,8.58171827359163,8.58246848782137,8.58302118564779,8.58283390973315,8.58423437280115,8.58423437280115,8.58502562866641,8.58076311312843,8.58095683030071,8.58114451245119,8.58021164948372,8.58395217816251,8.58264174788914,8.5807667089607,8.58619469822404,8.58432630331335,8.58132959321279,8.58451327192631,8.46238038448826,8.93437218595005,8.93371345877374,8.74437560274367,8.74612935092295,8.74517443996942,8.70460240079619,8.90689764364465,8.79465955070408,8.87735734497695,10.4515949031435
"CF00023-00438.MAB",10.8584561367798,10.8843414908682,10.8670509148505,10.7153026859866,10.67488981854,9.58692021543209,9.41097724959379,8.90688900180791,9.19846897495645,8.73356702154902,8.73437432696468,8.73598042341515,8.73289192786022,8.72981595958751,8.73377113139795,8.74061091986046,8.72973951117493,8.73371362623557,8.7333914479104,9.1158255068253,9.11527649463692,8.82890794655742,0,3.48171074778939,9.10851711505788,9.10873593784838,9.11886522900843,9.00785471936417,9.52068612207239,8.87858212701685,8.8691573771359,8.83202222305978,8.83169712507198,8.22224257229804,8.50824729594891,8.48925336432689,8.35476813986473,8.41019793808036,8.41212180728919,8.41339813756121,8.41665485456518,8.41511722729727,8.41400918813598,8.4184288218424,8.4146889565796,8.4142456815502,8.41911092293097,8.41269296231468,8.41668154810198,8.41999326784779,8.41269295720353,8.41468912803139,8.41579645652073,8.41513106454179,8.4164604339615,8.41224884973712,8.41535300261038,8.41335750358401,8.4142452186462,8.41489913803131,8.4146775716574,8.41633427738452,8.41633427738452,8.41727012174101,8.41222710257304,8.41245637649444,8.41267849989275,8.41157437323452,8.4160004837523,8.41445021683568,8.41223135849389,8.41865257131159,8.41644301357544,8.41289753703457,8.41666415600242,8.27050385090825,8.81907043697346,8.81833117565923,8.60316888927534,8.60518834721976,8.60408882459081,8.55722300024024,8.78818581659423,8.66086294919457,8.75485940058624,10.4274204662367
"CF00120-00124.MAB",10.8578303072187,10.8837316581325,10.8664304427685,10.7145805021773,10.6741378402508,9.58468650861148,9.40831327165756,8.90247499337922,9.19517318958544,8.72831546965358,8.7291270241029,8.73074156356025,8.72763682014335,8.72454461969475,8.72852065410521,8.73539632566263,8.72446776721707,8.7284628462105,8.728138971474,9.11224526586197,9.11169428401223,8.82413509681917,3.48171074778939,0,9.10491056502888,9.10513017835277,9.11529587387535,9.00386546126576,9.51829927544825,8.874041098396,8.86457324943084,8.82726424953641,8.82693760080205,8.2134702073757,8.50166417800959,8.48254358760552,8.34708878834945,8.40293417684714,8.40487205787844,8.40615766888053,8.40943801284046,8.40788923999271,8.40677315843734,8.41122481739439,8.4074578618553,8.40701136912676,8.41191184839084,8.4054473674855,8.40946489971451,8.41280056546201,8.40544736233718,8.40745803455137,8.40857339477685,8.4079031776143,8.40924218392098,8.40500002463981,8.40812672545748,8.40611673962057,8.40701090286183,8.40766956849588,8.40744639430881,8.40911511336171,8.40911511336171,8.41005773498259,8.40497811925987,8.40520906103001,8.4054327998934,8.40432063954456,8.4087789008929,8.40721738929656,8.40498240614385,8.41145018439347,8.40922463733419,8.40565342970059,8.40944738164719,8.26214652986654,8.81425028867033,8.81350745407817,8.59718369834272,8.59921526706569,8.59810915360219,8.55095551540019,8.78321410066343,8.65521424541114,8.74971876955521,10.4264572456851
"CF00033-00409.MAB",10.9120127681981,10.9365646920423,10.920161168992,10.7768531757283,10.7388991200043,9.76607644927214,9.62119934699424,9.23424980967246,9.45260440425217,9.13100418189364,9.13154679538014,9.13262672658851,9.13055054204304,9.12848486881466,9.1311413565026,9.13574342789517,9.12843355629908,9.13110270850092,9.13088619275246,9.40323938966882,9.40282754832822,9.19606763938946,9.10851711505788,9.10491056502888,0,3.17805383034795,9.20994146242234,9.19080373870046,9.65603374318098,9.14829087863729,9.14110215253674,9.14721897957053,9.1469817837772,8.74209702771936,8.96377307677961,8.95177067203393,8.86921767671511,8.90272322849794,8.90389930873015,8.90468002720024,8.90667388120603,8.9057321886575,8.90505393768367,8.90776101307013,8.90547000178193,8.90519867514512,8.90817922053559,8.90424863071676,8.90669023414464,8.90872036450726,8.9042486275904,8.90547010673582,8.90614810135202,8.90574066052999,8.90655478076413,8.90397700198472,8.90587654863677,8.90465516583958,8.90519839182807,8.90559866920073,8.90546303253892,8.90647750309531,8.90647750309531,8.90705084786251,8.90396370215827,8.90410392394779,8.90423978445281,8.90356456737267,8.90627305481429,8.90532386446946,8.90396630492597,8.90789818540903,8.90654410961869,8.90437376874302,8.90667957941383,8.81970003688565,9.1717340169463,9.17121451112428,9.02500029442886,9.02632520517569,9.02560372453874,8.9951062956323,9.15012791458332,9.06321199794322,9.12703991191838,10.5086893728071
"CF00314-00660.MAB",10.9120488164353,10.9365998660178,10.9201969246924,10.7768944407392,10.7389419812565,9.76618983047461,9.621330402885,9.23444278116249,9.45275952545871,9.1312181394354,9.13176063686956,9.13284033729313,9.1307645966561,9.12869936600414,9.13135528469997,9.13595637394621,9.12864806449405,9.13131664496547,9.13110017553768,9.40340235995307,9.40299058573872,9.19626812066894,9.10873593784838,9.10513017835277,3.17805383034795,0,9.21013918173878,9.19100527796928,9.65616031270147,9.14850116973047,9.14131396064106,9.14742949617165,9.14719235031264,8.74241267768566,8.96402597553343,8.9520266240793,8.8694956519669,8.90299204556896,8.90416780987897,8.90494831883517,8.90694163851108,8.90600019819257,8.90532212903375,8.90802847948476,8.90573808158538,8.90546682768587,8.9084465751321,8.9045170381012,8.90695798707169,8.9089875744849,8.90451703497567,8.90573818651114,8.90641599945663,8.90600866779483,8.90682256995683,8.90424548227642,8.90614451948997,8.90492346414379,8.90546654444478,8.90586671451789,8.90573111421044,8.90674531298016,8.90674531298016,8.90731850426451,8.90423218602026,8.90437237017018,8.90450819421133,8.90383315840291,8.90654091945068,8.90559198344698,8.90423478808926,8.90816561514209,8.90681190166863,8.90464214254609,8.90694733519336,8.81999212124788,9.17193943599376,9.17142003690489,9.02523817518364,9.0265627710058,9.02584146180946,8.99535139406784,9.15033781975933,9.06344096136787,9.12725471923777,10.5087433289962
"CF00044-00420.MAB",10.9137247147309,10.9382351534344,10.9218592343666,10.778812631655,10.7409342974839,9.77145132160009,9.62740955166511,9.24338086337918,9.4599508749561,9.14112335422748,9.1416605060693,9.14272957601842,9.1406742827147,9.13862943761513,9.14125914783625,9.14581499656554,9.13857864302461,9.14122088890289,9.14100655308756,9.41095618865979,9.41054751383214,9.20555239790024,9.11886522900843,9.11529587387535,9.20994146242234,9.21013918173878,0,9.20033831778539,9.66203197992042,9.15823748680054,9.15112016350949,9.15717620227651,9.15694135685089,8.75699085315505,8.97572325026828,8.96386427151587,8.88234520327123,8.91542093151065,8.91658218124861,8.91735306428405,8.91932183424254,8.91839198267642,8.91772226695485,8.9203953100341,8.91813309453766,8.91786518252999,8.92080826806437,8.9169271015649,8.91933798165411,8.92134262269042,8.91692709847792,8.91813319817089,8.91880266426517,8.91840034797323,8.91920423077921,8.91665889538944,8.91853452673717,8.91732851600815,8.91786490277895,8.9182601430046,8.9181262129907,8.9191279245109,8.9191279245109,8.91969406394922,8.91664576316608,8.91678421800537,8.91691836675053,8.91625165926137,8.91892604655575,8.91798879624066,8.91664833313379,8.9205307603157,8.91919369376844,8.91705066314493,8.91932746083374,8.83348939674896,9.18145127349301,9.18093679268693,9.03624471590161,9.03755482193938,9.03684140080695,9.00668996379836,9.16005635756789,9.07403712989535,9.13719907551784,10.5112507103379
"CF00077-00226.MAB",10.8961129609025,10.9210535088179,10.9043914160738,10.7586312727971,10.719965615397,9.71518777574121,9.56213862717448,9.14602218922899,9.38230817146813,9.03269389427003,9.03329254570743,9.03448390613152,9.03219337939138,9.02991396129786,9.03284523863982,9.0379214508782,9.02985733303207,9.03280259862257,9.03256371545851,9.3292510826791,9.32880760729237,9.10424366317245,9.00785471936417,9.00386546126576,9.19080373870046,9.19100527796928,9.20033831778539,0,9.59905368227166,9.05174948232457,9.04382924897356,9.05056887658719,9.0503076082291,8.59343207741666,8.84647938444793,8.83297315483797,8.73950551735834,8.77756434634447,8.77889712714546,8.77978175303493,8.78204055643625,8.78097380348975,8.78020539548706,8.78327189780269,8.78067677343712,8.78036937810105,8.78374553377569,8.77929295247348,8.78205907992988,8.78435836109985,8.779292948931,8.78067689234087,8.78144496744172,8.78098340105435,8.78190564636521,8.77898516487339,8.78113734368964,8.77975358424161,8.78036905711556,8.78082254133327,8.78066887787927,8.78181810956419,8.78181810956419,8.78246754833889,8.7789700943053,8.77912898391041,8.77928292878154,8.77851780621217,8.78158651506245,8.78051121079642,8.77897304360814,8.7834272536239,8.78189355860661,8.7794347449689,8.78204701098202,8.68293218095152,9.07753831560702,9.07696748107531,8.91507054787512,8.91654929901134,8.91574407274486,8.88164420322045,9.05377252314832,8.95762921300666,9.02831919806277,10.4847956909196
